id,text,sentiment
424,OMG! Amazing! Ça vaut vraiment le coup 🌟 ❤️❤️,positive
425,Warning: C'est inadmissible! Completely unsatisfied 😒 #disappointed,negative
426,"Voilà, Fair enough. Ça fait le job 👍🏼",neutral
427,"Sérieusement, Outstanding! Meilleur achat de l'année 🏆 ❤️❤️",positive
428,Wow! J'adore ce produit! Best purchase ever 😍 #happy,positive
429,"Voilà, C'est correct. Nothing special 😐 3/5",neutral
430,Brilliant service! Équipe au top 🌈,positive
431,OMG! Outstanding! Meilleur achat de l'année 🏆 #happy,positive
432,"Voilà, Normal quality for the price. Rien à redire 3/5",neutral
433,Attention! Je suis vraiment pas content! Worst purchase 😾 😢😢,negative
434,"Unfortunately, Mauvais service client! Very unprofessional 🤬",negative
435,Hélas... Terrible! Perte de temps et d'argent 😩 0/5,negative
436,Hélas... Bad experience overall! Service médiocre 😣 #disappointed,negative
437,Warning: Je suis vraiment pas content! Worst purchase 😾 😢😢,negative
438,"Voilà, Normal. It works as advertised 📝 On verra.",neutral
439,"Honestly, Amazing service! Je recommande vivement 👍 Bravo!",positive
440,Warning: Not recommended! Très mauvaise expérience 🙅 0/5,negative
441,"Bon, Standard service. Nothing to complain about 3/5",neutral
442,"Sérieusement, Amazing! Ça vaut vraiment le coup 🌟 A++",positive
443,Warning: Je ne suis pas satisfait! Doesn't work properly ⛔ 😢😢,negative
444,"Unfortunately, Je suis vraiment pas content! Worst purchase 😾 Never again!",negative
445,"This is awesome! Trop bien, je recommande 🔥",positive
446,Je kiffe! Really impressed 🤩,positive
447,"Unfortunately, Terrible service! Je ne recommande pas 👎",negative
448,"Voilà, Decent service. Classique, sans plus We'll see.",neutral
449,Brilliant service! Équipe au top 🌈 #happy,positive
450,"Honestly, Top quality! Je ne regrette pas du tout 👏 Bravo!",positive
451,Hélas... Je regrette cet achat... Totally disappointed 😔,negative
452,"Bon, Okay for the price. Rien d'exceptionnel",neutral
453,C'est bien... Not amazing though ⭐⭐⭐,neutral
454,OMG! Je kiffe! Really impressed 🤩 Keep it up!,positive
455,"So, Fair product. On verra sur le long terme 🔄",neutral
456,"Honestly, Incredible! Livraison rapide et produit nickel ⚡ #happy",positive
457,Warning: Not recommended! Très mauvaise expérience 🙅 #disappointed,negative
458,"Unfortunately, C'est vraiment mauvais! Won't buy again ❌ 😢😢",negative
459,It's okay. Correspond à la description We'll see.,neutral
460,Je suis ravi! Fantastic quality 🥰 ❤️❤️,positive
461,OMG! Wonderful experience! Merci beaucoup 🙏 #happy,positive
462,"Franchement, Top quality! Je ne regrette pas du tout 👏",positive
463,"Honestly, Amazing service! Je recommande vivement 👍 Keep it up!",positive
464,"Unfortunately, Not worth it! Vraiment pas à la hauteur 📛 0/5",negative
465,Warning: Je ne suis pas satisfait! Doesn't work properly ⛔ 0/5,negative
466,"So, Fair product. On verra sur le long terme 🔄",neutral
467,Attention! Bad experience overall! Service médiocre 😣 Never again!,negative
468,C'est moyen. Could be better 🙂 On verra.,neutral
469,"So, Correct but not exceptional. On verra à l'usage 🤔 ⭐⭐⭐",neutral
470,"Well, C'est correct. Nothing special 😐",neutral
471,"Malheureusement, Disappointed! Ne correspond pas à la description 😕 0/5",negative
472,Hélas... Horrible! Je veux un remboursement 💸 Never again!,negative
473,"Honestly, Amazing! Ça vaut vraiment le coup 🌟 A++",positive
474,Warning: Horrible! Je veux un remboursement 💸 0/5,negative
475,"Malheureusement, Not worth it! Vraiment pas à la hauteur 📛 #fail",negative
476,Attention! Poor quality! Très mauvaise qualité 💔 Never again!,negative
477,Attention! Terrible! Perte de temps et d'argent 😩 #fail,negative
478,Hélas... C'est inadmissible! Completely unsatisfied 😒 Never again!,negative
479,Wow! Best experience ever! Très professionnel 🎯 5/5,positive
480,Wow! Wonderful experience! Merci beaucoup 🙏,positive
481,"Voilà, It's fine I suppose. Rien de fou 😑 3/5",neutral
482,"Well, Standard service. Nothing to complain about ⭐⭐⭐",neutral
483,Wow! I love it so much! C'est génial 😄 A++,positive
484,"Well, C'est passable. Could be worse 🆗",neutral
485,"Bon, Okay for the price. Rien d'exceptionnel On verra.",neutral
486,Decent but ordinary. Sans surprise,neutral
487,"Franchement, Excellent quality, vraiment top! Love it 💯 Bravo!",positive
488,"Malheureusement, Je suis vraiment pas content! Worst purchase 😾 😢😢",negative
489,"Honestly, I love it so much! C'est génial 😄 #happy",positive
490,"Sérieusement, I love it so much! C'est génial 😄",positive
491,OMG! Brilliant service! Équipe au top 🌈 Bravo!,positive
492,Wow! Wonderful! Très bonne surprise 🎁 A++,positive
493,"Sérieusement, Wonderful experience! Merci beaucoup 🙏 A++",positive
494,"Malheureusement, Catastrophique! Don't buy this 🚫 😢😢",negative
495,Je kiffe! Really impressed 🤩 Keep it up!,positive
496,It does the job. Produit basique,neutral
497,"OMG! Excellent quality, vraiment top! Love it 💯",positive
498,"Franchement, This is awesome! Trop bien, je recommande 🔥 A++",positive
499,Amazing service! Je recommande vivement 👍 Keep it up!,positive
500,It's fine I suppose. Rien de fou 😑 ⭐⭐⭐,neutral
501,"Bon, Fair enough. Ça fait le job 👍🏼",neutral
502,Ok I guess... Peut mieux faire We'll see.,neutral
503,"Honestly, Great product! Super qualité, très satisfait 👌 Keep it up!",positive
504,"Well, Average product, prix correct 🤷 ⭐⭐⭐",neutral
505,Wow! Vraiment excellent service! Will definitely come back 💖 A++,positive
506,"Franchement, Amazing! Ça vaut vraiment le coup 🌟 Bravo!",positive
507,Wow! C'est parfait! Everything exceeded my expectations 🎉 #happy,positive
508,Best experience ever! Très professionnel 🎯 #happy,positive
509,OMG! C'est magnifique! Absolutely perfect 💎 Bravo!,positive
510,Attention! Bad quality! Ça ne vaut pas le prix 👊 Never again!,negative
511,"Decent service. Classique, sans plus 3/5",neutral
512,Warning: Bad quality! Ça ne vaut pas le prix 👊 #disappointed,negative
513,"Malheureusement, Not recommended! Très mauvaise expérience 🙅 0/5",negative
514,Wow! C'est parfait! Everything exceeded my expectations 🎉 Bravo!,positive
515,"Franchement, Je kiffe! Really impressed 🤩 ❤️❤️",positive
516,"Honestly, Je kiffe! Really impressed 🤩 5/5",positive
517,"Malheureusement, Waste of time! Vraiment pas terrible 😑 #disappointed",negative
518,C'est parfait! Everything exceeded my expectations 🎉 A++,positive
519,"Wow! Great product! Super qualité, très satisfait 👌 #happy",positive
520,"Well, Correct but not exceptional. On verra à l'usage 🤔 ⭐⭐⭐",neutral
521,"So, Standard service. Nothing to complain about We'll see.",neutral
522,"Well, Decent but ordinary. Sans surprise",neutral
523,"Sérieusement, Brilliant service! Équipe au top 🌈 Bravo!",positive
524,Hélas... C'est inadmissible! Completely unsatisfied 😒 Never again!,negative
525,Attention! Bad quality! Ça ne vaut pas le prix 👊 #disappointed,negative
526,"Honestly, This is awesome! Trop bien, je recommande 🔥 A++",positive
527,"So, Pas mal without being great 😶 On verra.",neutral
528,C'est vraiment mauvais! Won't buy again ❌ Never again!,negative
529,Correct but not exceptional. On verra à l'usage 🤔 3/5,neutral
530,"Voilà, Okay for the price. Rien d'exceptionnel ⭐⭐⭐",neutral
531,Poor quality! Très mauvaise qualité 💔 #disappointed,negative
532,C'est magnifique! Absolutely perfect 💎,positive
533,"Voilà, Okay for the price. Rien d'exceptionnel 3/5",neutral
534,"Sérieusement, C'est parfait! Everything exceeded my expectations 🎉 5/5",positive
535,"Average product, prix correct 🤷",neutral
536,"Well, Fair product. On verra sur le long terme 🔄 3/5",neutral
537,OMG! Vraiment excellent service! Will definitely come back 💖 A++,positive
538,"Bon, Acceptable quality. Correct pour le prix",neutral
539,"Unfortunately, Terrible! Perte de temps et d'argent 😩 😢😢",negative
540,"Bon, C'est standard. Not bad, not great either ⭐⭐⭐",neutral
541,Warning: C'est nul! Waste of money 😠 #fail,negative
542,"Unfortunately, Bad quality! Ça ne vaut pas le prix 👊",negative
543,"Honestly, J'adore ce produit! Best purchase ever 😍 5/5",positive
544,"Voilà, C'est bien... Not amazing though 3/5",neutral
545,"Voilà, Decent service. Classique, sans plus",neutral
546,"Bon, C'est moyen. Could be better 🙂 3/5",neutral
547,It's okay. Correspond à la description,neutral
548,"Well, Normal quality for the price. Rien à redire On verra.",neutral
549,"Well, It's alright. Rien d'extraordinaire ⭐⭐⭐",neutral
550,"Sérieusement, I love it so much! C'est génial 😄",positive
551,"Unfortunately, Poor quality! Très mauvaise qualité 💔 #fail",negative
552,"Malheureusement, Terrible! Perte de temps et d'argent 😩 😢😢",negative
553,"Well, It's okay. Correspond à la description",neutral
554,"OMG! Excellent quality, vraiment top! Love it 💯",positive
555,"Unfortunately, Bad experience overall! Service médiocre 😣 Never again!",negative
556,"Excellent quality, vraiment top! Love it 💯 ❤️❤️",positive
557,"Well, Standard service. Nothing to complain about",neutral
558,C'est moyen. Could be better 🙂 We'll see.,neutral
559,"Bon, Average experience. Ni bon ni mauvais On verra.",neutral
560,"Malheureusement, Je regrette cet achat... Totally disappointed 😔 😢😢",negative
561,"Bon, C'est bien... Not amazing though",neutral
562,"So, It's fine I suppose. Rien de fou 😑 On verra.",neutral
563,Attention! C'est inadmissible! Completely unsatisfied 😒 #fail,negative
564,Hélas... Disappointed... Livraison en retard et produit abîmé 📉 😢😢,negative
565,OMG! Brilliant service! Équipe au top 🌈 ❤️❤️,positive
566,It's alright. Rien d'extraordinaire,neutral
567,C'est moyen. Could be better 🙂 We'll see.,neutral
568,Attention! Je ne suis pas satisfait! Doesn't work properly ⛔ #fail,negative
569,"Malheureusement, Horrible experience, vraiment pas satisfait 😡 #disappointed",negative
570,"Bon, Fair enough. Ça fait le job 👍🏼 We'll see.",neutral
571,"Well, Ok I guess... Peut mieux faire We'll see.",neutral
572,"Bon, Decent service. Classique, sans plus We'll see.",neutral
573,"Well, Decent but ordinary. Sans surprise 3/5",neutral
574,Attention! Waste of time! Vraiment pas terrible 😑 0/5,negative
575,"Wow! Great product! Super qualité, très satisfait 👌",positive
576,"Voilà, Acceptable. Je m'attendais à mieux maybe We'll see.",neutral
577,"Sérieusement, Super expérience, very satisfied with my order ⭐⭐⭐⭐⭐",positive
578,"Well, Fair enough. Ça fait le job 👍🏼 3/5",neutral
579,"Malheureusement, Horrible experience, vraiment pas satisfait 😡 0/5",negative
580,"Bon, C'est moyen. Could be better 🙂 We'll see.",neutral
581,OMG! Outstanding! Meilleur achat de l'année 🏆 Bravo!,positive
582,"So, Standard service. Nothing to complain about",neutral
583,"Honestly, Brilliant service! Équipe au top 🌈 5/5",positive
584,"C'est standard. Not bad, not great either We'll see.",neutral
585,C'est magnifique! Absolutely perfect 💎 Keep it up!,positive
586,"Malheureusement, Waste of time! Vraiment pas terrible 😑 0/5",negative
587,"Voilà, It's fine I suppose. Rien de fou 😑 We'll see.",neutral
588,"Malheureusement, Je ne suis pas satisfait! Doesn't work properly ⛔ 0/5",negative
589,"Wow! Super expérience, very satisfied with my order ⭐⭐⭐⭐⭐ 5/5",positive
590,It does the job. Produit basique,neutral
591,"Voilà, Plutôt correct. Nothing spectacular ✔️",neutral
592,"Sérieusement, Wonderful experience! Merci beaucoup 🙏 Bravo!",positive
593,Warning: Mauvais service client! Very unprofessional 🤬 😢😢,negative
594,"Well, Average experience. Ni bon ni mauvais",neutral
595,"Well, Decent service. Classique, sans plus ⭐⭐⭐",neutral
596,Wow! Outstanding! Meilleur achat de l'année 🏆 A++,positive
597,"Unfortunately, Disappointed... Livraison en retard et produit abîmé 📉 0/5",negative
598,Attention! Not recommended! Très mauvaise expérience 🙅 #fail,negative
599,"Sérieusement, C'est magnifique! Absolutely perfect 💎 A++",positive
600,Warning: Not worth it! Vraiment pas à la hauteur 📛 #disappointed,negative
601,"Honestly, Brilliant service! Équipe au top 🌈 Bravo!",positive
602,"So, Acceptable quality. Correct pour le prix We'll see.",neutral
603,OMG! Love this! Vraiment un bon achat 😍 #happy,positive
604,"So, Fair product. On verra sur le long terme 🔄",neutral
605,"Voilà, Okay for the price. Rien d'exceptionnel",neutral
606,"So, Ok I guess... Peut mieux faire On verra.",neutral
607,"Honestly, This is awesome! Trop bien, je recommande 🔥 ❤️❤️",positive
608,Not recommended! Très mauvaise expérience 🙅 😢😢,negative
609,It's alright. Rien d'extraordinaire,neutral
610,"So, Acceptable quality. Correct pour le prix ⭐⭐⭐",neutral
611,OMG! Love this! Vraiment un bon achat 😍 Keep it up!,positive
612,"Well, Plutôt correct. Nothing spectacular ✔️",neutral
613,OMG! Top quality! Je ne regrette pas du tout 👏 5/5,positive
614,"Honestly, Love this! Vraiment un bon achat 😍",positive
615,"So, C'est standard. Not bad, not great either",neutral
616,"Unfortunately, Waste of time! Vraiment pas terrible 😑 #fail",negative
617,"Honestly, This is awesome! Trop bien, je recommande 🔥 A++",positive
618,OMG! Je kiffe! Really impressed 🤩 ❤️❤️,positive
619,OMG! Vraiment excellent service! Will definitely come back 💖 Keep it up!,positive
620,Wow! Incredible! Livraison rapide et produit nickel ⚡ A++,positive
621,"Unfortunately, Catastrophique! Don't buy this 🚫 #disappointed",negative
622,Attention! Je regrette cet achat... Totally disappointed 😔 #fail,negative
623,"Franchement, Excellent rapport qualité-prix! Highly recommended 📈 ❤️❤️",positive
624,Attention! Awful! N'achetez pas ce produit ⚠️ 0/5,negative
625,"So, Normal. It works as advertised 📝",neutral
626,"Well, Pas mal without being great 😶 We'll see.",neutral
627,Wow! Wonderful! Très bonne surprise 🎁 Keep it up!,positive
628,"Super expérience, very satisfied with my order ⭐⭐⭐⭐⭐ Keep it up!",positive
629,"Malheureusement, Catastrophique! Don't buy this 🚫 #disappointed",negative
630,OMG! C'est magnifique! Absolutely perfect 💎 A++,positive
631,Wow! Superbe! Better than expected 💪 ❤️❤️,positive
632,OMG! Love this! Vraiment un bon achat 😍 ❤️❤️,positive
633,Wow! Parfait! Exactly what I needed ✨ 5/5,positive
